timestep,disc_med,disc_q05,disc_q95
105,40.78862237574188,16.685662719384574,69.40978456710053
106,42.07327653438744,16.275962235619076,67.68804405045856
107,42.096994438276894,18.4416558899748,68.70724653512798
108,40.59656879258666,16.29746280665839,62.52296262620371
109,38.375643690427395,16.70245286967725,61.24177308412273
110,40.27649015614274,20.058103327898475,60.844273246634586
111,39.26393236986845,16.712937823308394,65.85372989650948
112,37.86198699152547,14.902679262246926,72.0652047311981
113,35.25671179329926,15.784252814965841,60.76782431828084
114,34.35867386441507,15.63547587022964,66.31414811745242
115,34.73612932320519,14.85736830243808,66.26045980476793
116,36.073437598418636,15.566963612258801,71.81387347709445
117,37.51270732075683,14.839521032087239,72.65315452035978
118,36.64119136462814,15.062393300077645,67.57558685852646
119,43.34286677739888,19.92413833006231,79.25011730612914
120,43.32714374794752,17.172214358764393,81.18633980835814
121,45.387269175216645,19.972787336042632,85.92307543079782
122,38.26945174476029,17.381696883899366,78.43085868606619
123,38.44238299906809,16.309006836856657,82.10526370441009
124,40.307421148864435,17.663851212971366,83.0961483382481
125,31.565601607117248,13.448451851183428,79.77829078205366
126,33.983091281610385,8.3942937811345,92.76695432471448
127,32.36761130010794,10.803095764974925,83.62872503849637
128,34.18774272129789,14.04549903407511,89.89363157437225
129,29.62399335343374,12.291145099254317,92.02383465010658
130,35.032711189312664,10.141820372794303,80.89710640333685
131,36.205982565067515,10.321590409704365,88.35137405729563
132,29.74200812411253,10.596091700457546,100.03802217602268
133,34.3313411184138,13.439845981916426,104.17295811187552
134,35.21585018499724,11.887708577763371,104.74349863105223
135,35.073647813375885,11.336572624143393,117.36672925513696
136,36.80228942901101,14.107082235935506,109.60914841635118
137,42.573414918292926,11.185614314206603,124.31669563796636
138,37.84331150478619,13.518182012285786,116.20928570416692
139,35.22156154362139,9.971375212257728,108.37957703562353
140,41.791017622360556,12.174497122293555,129.9312993313595
141,41.17425900864338,9.897294463651944,112.73069882059995
142,38.776624721859065,11.672583571323562,114.61560777838068
143,43.739341383326035,12.053398693617194,120.61982758242917
144,45.97334970062667,11.369611843630535,139.95554542647622
