S0
251.0
245.0
239.0
233.975
228.0
223.0
217.0
212.0
208.0
201.0
196.0
191.0
187.975
183.0
179.0
175.975
172.0
170.0
164.0
161.0
159.0
155.975
150.0
147.975
143.0
141.0
139.0
137.0
134.0
132.0
130.0
127.0
125.0
122.975
121.0
119.0
116.0
115.0
114.0
110.0
108.0
107.0
106.0
103.975
101.0
100.0
98.0
96.0
94.0
92.0
91.0
89.0
88.0
