S0
209.0
208.0
205.5
205.5
202.5
201.0
200.0
198.5
196.0
194.5
193.5
192.5
190.5
189.5
189.0
188.0
186.5
185.5
182.5
181.5
179.0
176.5
175.0
175.0
174.0
174.0
173.0
171.0
170.0
169.5
168.0
167.0
165.5
164.5
163.5
164.0
163.0
163.0
161.0
160.5
